FrameIndx,FlexE
0,0.825049331631
1,0.712291481659
2,0.719691442825
3,0.752198935059
4,0.909173737899
5,0.978675423705
6,0.800248660522
7,0.658735322934
8,0.680405593883
9,0.726190476721
10,0.717349486489
11,0.800494447406
12,0.771551842418
13,0.682510249593
14,0.776201351672
15,0.640692607527
16,0.756018091094
17,0.725360798129
18,0.715249203994
19,0.87595675604
20,0.736971673517
21,0.715217505561
22,0.670944561613
23,0.748639342907
24,0.800549684425
25,0.767591047685
26,0.72865118596
27,0.784923795548
28,0.824822392449
29,0.889397081396
30,0.811926788774
31,0.886453585916
32,0.877085149525
33,0.90413932425
34,0.875977176796
35,0.798991898774
36,0.839333045322
37,1.07209073327
38,1.22381189417
39,1.0889841513
40,1.28280764843
41,1.09450258527
42,1.05624169948
43,0.96550205274
44,0.81346329159
45,0.901996532673
46,0.791669301352
47,0.706906679921
48,0.682833191092
49,0.620764693988
50,0.65181295636
51,0.69398748418
52,0.785972154484
53,0.693214628937
54,0.666842447746
55,0.625270427574
56,0.733894031287
57,0.653615496108
58,0.654219225955
59,0.666090637436
60,0.679165461254
61,0.629216446351
62,0.705180850843
63,0.68546388528
64,0.832031220553
65,0.742388932278
66,0.894141611622
67,0.96726753553
68,0.864736720123
69,0.800064767168
70,0.820965972461
71,0.728335383181
72,0.839098587657
73,0.722961720449
74,0.910697753501
75,0.801561274213
76,0.794268697228
77,0.685749781292
78,0.889085193188
79,0.771038148124
80,0.955313437136
81,0.839753672489
82,0.729858538443
83,0.662749536225
84,0.571507127699
85,0.689875783145
86,0.672090444679
87,0.72904982383
88,0.663321871569
89,0.750819012794
90,0.667531225544
91,0.726876839187
92,0.771492010282
93,0.635500685055
94,0.704737874825
95,0.684108072203
96,0.707048924276
97,0.673444015426
98,0.718795586419
99,1.00590839883
100,0.706441862606
101,0.70210224202
102,0.748420002868
103,0.737110760472
104,0.937363592845
105,0.636835012176
106,0.622568304777
107,0.658606554439
108,0.634671003263
109,0.659318148567
110,0.790487251228
111,0.722285965034
112,0.779275814285
113,0.648935120818
114,0.700711236858
115,0.704686967542
116,0.666437543224
117,0.761537024179
118,0.792513700682
119,0.688151949685
120,0.722350637553
121,0.713010808124
122,0.676718013148
123,0.757242515955
124,0.75680346714
125,0.693545229002
126,0.740482469761
127,0.713252080934
128,0.639689050367
129,0.677298498407
130,0.673751222528
131,0.640952238756
132,0.767683694637
133,0.697165971357
134,0.692741731365
135,0.694933916532
136,0.618478692427
137,0.597824222654
138,0.864018290441
139,0.667257071334
140,0.702195282189
141,0.64006057809
142,0.661148980514
143,0.665978284958
144,0.641484880551
145,0.606082077203
146,0.630969513846
147,0.678490127279
148,0.701355977071
149,0.674760114137
150,0.668820723377
151,0.696338825168
152,0.889085279122
153,0.839370811004
154,0.850242920649
155,0.705987780303
156,0.716843211951
157,0.761887614342
158,0.688549519425
159,0.688128361615
160,0.764097152213
161,0.864429199359
162,0.690128532916
163,0.694644090445
164,0.669589997567
165,0.734449026463
166,0.683577653475
167,0.861661046061
168,0.679777335803
169,0.815129208861
170,0.713955217304
171,0.737343425752
172,0.770126454146
173,0.800591466076
174,0.829409808823
175,0.74960749342
176,0.703274904184
177,0.745277661239
178,0.64475522613
179,0.679473177631
180,0.648633101519
181,0.656252162086
182,0.612226724684
183,0.66379260211
184,0.708586695919
185,0.652848354677
186,0.693298552266
187,0.637597420588
188,0.747087293533
189,0.815476687717
190,0.720520537641
191,0.682788914804
192,0.765130245814
193,0.698660577559
194,0.735112635361
195,0.724527985757
196,0.703698507076
197,0.690341181457
198,0.654682159152
199,0.724641980236
200,0.764339587101
201,0.910107680332
202,0.715344066444
203,0.72634049352
204,0.759652467504
205,0.768542311698
206,0.673987904147
207,0.712984589519
208,0.710449583827
209,0.78268837851
210,0.886286157045
211,0.873172215169
212,0.69949573925
213,0.746003387089
214,0.730168776626
215,0.680778478341
216,0.673847368977
217,0.743566819451
218,0.684399223676
219,0.792177564143
220,0.792584215818
221,0.826107425305
222,0.729784078749
223,0.74728057996
224,0.775109986428
225,0.71636969735
226,0.691399721947
227,0.723717799946
228,0.666250478894
229,0.595665850124
230,0.672293656167
231,0.641881464698
232,0.702723285838
233,0.648777242357
234,0.681259659011
235,0.719054554442
236,0.664805358201
237,0.677546440761
238,0.714422643382
239,0.731207855766
240,0.797387369606
241,0.773690485703
242,0.844815271599
243,0.815058809483
244,0.81752650373
245,0.827052065365
246,0.947830891982
247,0.814352011866
248,0.833058616374
249,0.657505802891
250,0.717733472222
251,0.773478869556
252,0.744252272484
253,0.787296134366
254,0.832242094824
255,0.89880964368
256,0.8876691797
257,1.09394376208
258,0.919597572694
259,0.936222473227
260,0.949720695655
261,0.884200676382
262,0.883328598762
263,0.761284063359
264,0.830188662912
265,0.788515304974
266,0.742192584608
267,0.740140401512
268,0.748755355887
269,0.771485650903
270,0.814705860956
271,0.898732080388
272,0.805066291415
273,0.849760454527
274,0.868673747724
275,0.786601804603
276,1.08076556721
277,0.831327733812
278,0.713100187918
279,0.720826438931
280,0.641210359984
281,0.950538909428
282,0.835725127528
283,0.879833656441
284,1.03389284059
285,1.21788106187
286,1.25258844722
287,1.0216221654
288,1.12182761694
289,0.995343749979
290,0.873197399574
291,0.909038911302
292,1.03087684813
293,0.7692742659
294,0.820519191278
295,0.782046073775
296,0.709643451348
297,0.751241627907
298,0.748790113769
299,0.816341734537
300,0.937563695831
301,0.93014543729
302,0.9106846193
303,0.715679462816
304,0.842216008651
305,0.972899828452
306,0.86181581913
307,0.715918688431
308,0.703790588112
309,0.700368509062
310,0.666092327218
311,0.679624928758
312,0.647772128301
313,0.749832627414
314,0.696808925323
315,0.634141274365
316,0.671244954799
317,0.638675929317
318,0.691762781701
319,0.758128129613
320,0.854540232676
321,0.806066048522
322,0.838120582779
323,0.700869122261
324,0.944804558604
325,0.919644891665
326,0.830532368927
327,0.656129485517
328,0.784587517246
329,0.759801580442
330,0.626532387399
331,0.681011643451
332,0.685272896066
333,0.696526193411
334,0.69740075956
335,0.696340791129
336,0.65836767434
337,0.697765506769
338,0.667535831869
339,0.63090806992
340,0.652474179498
341,0.61753551117
342,0.777199364149
343,0.667710370333
344,0.658819089665
345,0.656573359602
346,0.663470152486
347,0.612132605132
348,0.617850280491
349,0.609811617044
350,0.673678937353
351,0.657837378987
352,0.730437060371
353,0.693415621798
354,0.79837873744
355,0.647211357105
356,0.721587448754
357,0.695385296583
358,0.77307341891
359,0.662878501535
360,0.618119266329
361,0.649832485829
362,0.660215486515
363,0.66128990438
364,0.641098277797
365,0.63717594514
366,0.702029512744
367,0.587864642636
368,0.712660518073
369,0.74459197042
370,0.887951845356
371,0.929434931024
372,0.638413078394
373,0.751741308957
374,0.639783630904
375,0.647264276508
376,0.697800452532
377,0.657563407738
378,0.662917916359
379,0.728700069436
380,0.699756637173
381,0.622859211557
382,0.638477494496
383,0.632455451568
384,0.641597094358
385,0.740553653624
386,0.719710232087
387,0.640295124573
388,0.664474660536
389,0.664684708407
390,0.68472907486
391,0.620033517345
392,0.633859590005
393,0.703950285497
394,0.662513961245
395,0.682049447472
396,0.737213198716
397,0.769099268994
398,0.660153263382
399,0.727343671564
400,0.736316787879
401,0.725137933872
402,0.625990788168
403,0.657090152407
404,0.660438519217
405,0.730590998797
406,0.748579873897
407,0.768478054212
408,0.849527056811
409,0.828118168119
410,0.767970868107
411,0.756325771669
412,0.935055943838
413,0.656192782385
414,0.641498810698
415,0.65583436328
416,0.729537349702
417,0.708142363116
418,0.828276041787
419,0.701287360799
420,0.753112146316
421,0.915410651728
422,0.819479920149
423,0.792344298579
424,0.65440862888
425,0.761594569427
426,0.788220732403
427,0.673463836741
428,0.64434709201
429,0.88831462133
430,0.689456140486
431,0.744115150144
432,0.638958748622
433,0.629872950953
434,0.695542052181
435,0.777244003454
436,0.810926578309
437,1.00038479845
438,0.88008321303
439,0.732200580803
440,0.696015764519
441,0.659568706867
442,0.703564593014
443,0.859540307437
444,0.741782103334
445,0.748176106915
446,0.872306064412
447,0.802089447516
448,0.694414879337
449,0.763815786013
450,0.753943391456
451,0.741726757403
452,0.651817207092
453,0.737862994053
454,0.687284199745
455,0.660359947518
456,0.630658569219
457,0.621309014771
458,0.702274964369
459,0.629184217618
460,0.678817907948
461,0.666268194712
462,0.674554245452
463,0.66835875785
464,0.750890917966
465,0.788883187784
466,0.74457086889
467,0.683863763099
468,0.600819714809
469,0.644759326051
470,0.809734761495
471,0.758061348688
472,0.783937962111
473,0.843157018304
474,0.882385076575
475,0.701347061306
476,0.64960449574
477,0.661065546834
478,0.666536147102
479,0.635136936645
480,0.64406904186
481,0.645080249408
482,0.613992813798
483,0.655521275697
484,0.733233469828
485,0.696123748596
486,0.677199492644
487,0.654935518887
488,0.620767817167
489,0.665364466129
490,0.712577623256
491,0.61612164408
492,0.701102007629
493,0.698249011077
494,0.646000518701
495,0.635316792779
496,0.670950398148
497,0.653152958681
498,0.799177164693
499,0.730394345889
500,0.686577683498
501,0.634480629028
502,0.656067172912
503,0.697481604602
504,0.70262434678
505,0.707027375332
506,0.715307439809
507,0.774931221487
508,0.714201783724
509,0.730539540909
510,0.785326039474
511,0.692979370751
512,0.647721180673
513,0.703072039934
514,0.709453058281
515,0.680911877913
516,0.66315943339
517,0.670267716886
518,0.741363971171
519,0.713446024983
520,0.837551158866
521,0.854406548503
522,0.847936279651
523,0.758297767978
524,0.667131492786
525,0.868630695579
526,0.697027790301
527,0.833957218278
528,0.84783798985
529,0.805772258194
530,0.812068705031
531,0.773264776243
532,0.832648810576
533,0.615338642503
534,0.613664868586
535,0.732345210883
536,0.979057400014
537,0.9159874754
538,0.891878448815
539,0.8596117053
540,0.778038215995
541,0.664078401158
542,0.751553223558
543,0.87410336714
544,0.764348969783
545,0.777393219563
546,0.653180649164
547,0.683328627873
548,0.673236340485
549,0.719286196905
550,0.763286205498
551,0.734399992389
552,0.637436000474
553,0.644973299076
554,0.692578078891
555,0.66109539564
556,0.666414858334
557,0.682713209721
558,0.651385270019
559,0.637218794544
560,0.641070784924
561,0.626736595914
562,0.69199766289
563,0.689626903895
564,0.690828678478
565,0.670941104957
566,0.751456977534
567,0.73185151794
568,0.735660959581
569,0.631409794792
570,0.663420697701
571,0.656541802827
572,0.649456335809
573,0.651914538045
574,0.722920161222
575,0.645888413426
576,0.657142874954
577,0.606420430519
578,0.648081118549
579,0.655372013535
580,0.766097921835
